id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
23,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,263.1712910641096,265.1712910641096,232.29374106410947,263.1712910641096
26,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,264.2977410641095,264.33774106410954,263.29574106410956,264.2977410641095
23,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,265.4321910641094,265.4321910641094,249.43077439744278,265.4321910641094
25,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,269.33835773077624,269.43210773077624,254.33707439744285,269.33835773077624
27,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,271.1582910641094,272.1582910641094,3.8958587309567485,271.1582910641094
27,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,272.1582910641094,273.1582910641094,272.1582910641094,272.1582910641094
24,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,273.1722910641096,275.1722910641096,242.29440773077616,273.1722910641096
27,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,274.16029106410934,274.20029106410936,273.1582910641094,274.16029106410934
24,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,275.43285773077616,275.43285773077616,259.4314410641095,275.43285773077616
26,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,279.3390243974429,279.4327743974429,264.33774106410954,279.3390243974429
28,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,281.1587910641094,282.1587910641094,4.040149795066258,281.1587910641094
28,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,282.1587910641094,283.1587910641094,282.1587910641094,282.1587910641094
25,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,283.17329106410955,285.17329106410955,252.29507439744285,283.17329106410955
28,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,284.16079106410933,284.20079106410935,283.1587910641094,284.16079106410933
25,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,285.4335243974429,285.4335243974429,269.43210773077624,285.4335243974429
27,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,289.20157439744276,289.29532439744276,274.20029106410936,289.20157439744276
29,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,291.15929106410937,292.15929106410937,4.184440859175767,291.15929106410937
29,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,292.15929106410937,293.15929106410937,292.15929106410937,292.15929106410937
26,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,293.1742910641095,295.1742910641095,262.29574106410956,293.1742910641095
29,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,294.1612910641093,294.20129106410934,293.15929106410937,294.1612910641093
26,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,295.4341910641096,295.4341910641096,279.4327743974429,295.4341910641096
28,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,299.20207439744274,299.29582439744274,284.20079106410935,299.20207439744274
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,300,301.0,300.0,300.0
30,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,301.15979106410936,302.15979106410936,4.328731923285277,301.15979106410936
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,302.00199999999995,302.042,300.0,302.00199999999995
30,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,302.15979106410936,303.15979106410936,302.15979106410936,302.15979106410936
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,303.00299999999993,303.04299999999995,301.0,303.00299999999993
27,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,303.1752910641095,305.1752910641095,272.1582910641094,303.1752910641095
30,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,305.0049999999999,305.0449999999999,303.15979106410936,305.0049999999999
27,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,305.2967410641094,305.2967410641094,289.29532439744276,305.2967410641094
29,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,309.20257439744273,309.29632439744273,294.20129106410934,309.20257439744273
31,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,311.16029106410934,312.16029106410934,4.473022987394787,311.16029106410934
31,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,312.16029106410934,313.16029106410934,312.16029106410934,312.16029106410934
28,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,313.1762910641095,315.1762910641095,282.1587910641094,313.1762910641095
31,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,314.1622910641093,314.2022910641093,313.16029106410934,314.1622910641093
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,315.0012833333334,315.0950333333334,300.0,315.0012833333334
28,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,315.2972410641094,315.2972410641094,299.29582439744274,315.2972410641094
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,320.0017500000001,320.0955000000001,302.042,320.0017500000001
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,320.29757439744276,320.29757439744276,300.0,320.29757439744276
32,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,321.29807439744275,322.29807439744275,4.617314051504296,321.29807439744275
32,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,322.29807439744275,323.29807439744275,322.29807439744275,322.29807439744275
29,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,323.17729106410945,325.17729106410945,292.15929106410937,323.17729106410945
32,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,324.3000743974427,324.3400743974427,323.29807439744275,324.3000743974427
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,325.00221666666675,325.09596666666675,303.04299999999995,325.00221666666675
29,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,325.2979077307761,325.2979077307761,309.29632439744273,325.2979077307761
30,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,330.00268333333344,330.09643333333344,305.0449999999999,330.00268333333344
-1,SINK_M,ComplexApp,Actuator,M.D,8,1,8,2,ServiceC,0,330.29824106410945,330.29824106410945,300.0,330.29824106410945
33,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,331.29874106410944,332.29874106410944,4.761605115613806,331.29874106410944
33,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,332.29874106410944,333.29874106410944,332.29874106410944,332.29874106410944
-1,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,333.17829106410943,335.17829106410943,300.0,333.17829106410943
33,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,334.3007410641094,334.3407410641094,333.29874106410944,334.3007410641094
31,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,335.0031500000001,335.0969000000001,314.2022910641093,335.0031500000001
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,335.2985743974428,335.2985743974428,315.0950333333334,335.2985743974428
32,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,340.0036166666668,340.0973666666668,324.3400743974427,340.0036166666668
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,340.29890773077614,340.29890773077614,320.0955000000001,340.29890773077614
34,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,341.2994077307761,342.2994077307761,4.905896179723316,341.2994077307761
34,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,342.2994077307761,343.2994077307761,342.2994077307761,342.2994077307761
30,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,343.1792910641094,345.1792910641094,302.15979106410936,343.1792910641094
34,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,344.3014077307761,344.3414077307761,343.2994077307761,344.3014077307761
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,345.2992410641095,345.2992410641095,325.09596666666675,345.2992410641095
33,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,349.3420243974428,349.4357743974428,334.3407410641094,349.3420243974428
30,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,350.2995743974428,350.2995743974428,330.09643333333344,350.2995743974428
35,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,351.3000743974428,352.3000743974428,5.050187243832825,351.3000743974428
35,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,352.3000743974428,353.3000743974428,352.3000743974428,352.3000743974428
31,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,353.1802910641094,355.1802910641094,312.16029106410934,353.1802910641094
35,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,354.30207439744277,354.3420743974428,353.3000743974428,354.30207439744277
31,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,355.29990773077617,355.29990773077617,335.0969000000001,355.29990773077617
34,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,359.3426910641095,359.4364410641095,344.3414077307761,359.3426910641095
32,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,360.3002410641095,360.3002410641095,340.0973666666668,360.3002410641095
36,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,361.3007410641095,362.3007410641095,5.194478307942335,361.3007410641095
36,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,362.3007410641095,363.3007410641095,362.3007410641095,362.3007410641095
32,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,363.18129106410936,365.18129106410936,322.29807439744275,363.18129106410936
36,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,364.30274106410945,364.3427410641095,363.3007410641095,364.30274106410945
33,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,365.43719106410947,365.43719106410947,349.4357743974428,365.43719106410947
35,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,369.3433577307762,369.4371077307762,354.3420743974428,369.3433577307762
37,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,371.1632910641093,372.1632910641093,5.3387693720518445,371.1632910641093
37,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,372.1632910641093,373.1632910641093,372.1632910641093,372.1632910641093
33,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,373.18229106410934,375.18229106410934,332.29874106410944,373.18229106410934
37,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,374.1652910641092,374.20529106410925,373.1632910641093,374.1652910641092
34,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,375.43785773077616,375.43785773077616,359.4364410641095,375.43785773077616
36,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,379.34402439744287,379.43777439744287,364.3427410641095,379.34402439744287
38,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,381.16379106410926,382.16379106410926,5.483060436161354,381.16379106410926
38,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,382.16379106410926,383.16379106410926,382.16379106410926,382.16379106410926
34,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,383.1832910641093,385.1832910641093,342.2994077307761,383.1832910641093
38,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,384.1657910641092,384.20579106410923,383.16379106410926,384.1657910641092
35,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,385.43852439744285,385.43852439744285,369.4371077307762,385.43852439744285
37,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,389.20657439744264,389.30032439744264,374.20529106410925,389.20657439744264
39,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,391.16429106410925,392.16429106410925,5.627351500270864,391.16429106410925
39,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,392.16429106410925,393.16429106410925,392.16429106410925,392.16429106410925
35,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,393.1842910641093,395.1842910641093,352.3000743974428,393.1842910641093
39,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,394.1662910641092,394.2062910641092,393.16429106410925,394.1662910641092
36,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,395.43919106410954,395.43919106410954,379.43777439744287,395.43919106410954
38,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,399.2070743974426,399.3008243974426,384.20579106410923,399.2070743974426
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,400,401.0,400.0,400.0
40,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,401.16479106410924,402.16479106410924,5.7716425643803735,401.16479106410924
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,402.00199999999995,402.042,400.0,402.00199999999995
40,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,402.16479106410924,403.16479106410924,402.16479106410924,402.16479106410924
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,403.00299999999993,403.04299999999995,401.0,403.00299999999993
36,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,403.18529106410926,405.18529106410926,362.3007410641095,403.18529106410926
40,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,405.0049999999999,405.0449999999999,403.16479106410924,405.0049999999999
37,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,405.3017410641093,405.3017410641093,389.30032439744264,405.3017410641093
39,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,409.2075743974426,409.3013243974426,394.2062910641092,409.2075743974426
41,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,411.1652910641092,412.1652910641092,5.915933628489883,411.1652910641092
41,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,412.1652910641092,413.1652910641092,412.1652910641092,412.1652910641092
37,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,413.18629106410924,415.18629106410924,372.1632910641093,413.18629106410924
41,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,414.1672910641092,414.2072910641092,413.1652910641092,414.1672910641092
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,415.0012833333334,415.0950333333334,400.0,415.0012833333334
38,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,415.3022410641093,415.3022410641093,399.3008243974426,415.3022410641093
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,420.0017500000001,420.0955000000001,402.042,420.0017500000001
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,420.30257439744264,420.30257439744264,400.0,420.30257439744264
42,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,421.30307439744263,422.30307439744263,6.060224692599393,421.30307439744263
42,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,422.30307439744263,423.30307439744263,422.30307439744263,422.30307439744263
38,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,423.1872910641092,425.1872910641092,382.16379106410926,423.1872910641092
42,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,424.3050743974426,424.3450743974426,423.30307439744263,424.3050743974426
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,425.00221666666675,425.09596666666675,403.04299999999995,425.00221666666675
39,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,425.302907730776,425.302907730776,409.3013243974426,425.302907730776
40,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,430.00268333333344,430.09643333333344,405.0449999999999,430.00268333333344
-1,SINK_M,ComplexApp,Actuator,M.D,8,1,8,2,ServiceC,0,430.30324106410933,430.30324106410933,400.0,430.30324106410933
43,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,431.3037410641093,432.3037410641093,6.204515756708902,431.3037410641093
43,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,432.3037410641093,433.3037410641093,432.3037410641093,432.3037410641093
39,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,433.1882910641092,435.1882910641092,392.16429106410925,433.1882910641092
43,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,434.30574106410927,434.3457410641093,433.3037410641093,434.30574106410927
41,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,435.0031500000001,435.0969000000001,414.2072910641092,435.0031500000001
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,435.3035743974427,435.3035743974427,415.0950333333334,435.3035743974427
42,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,440.0036166666668,440.0973666666668,424.3450743974426,440.0036166666668
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,440.303907730776,440.303907730776,420.0955000000001,440.303907730776
44,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,441.304407730776,442.304407730776,6.348806820818412,441.304407730776
44,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,442.304407730776,443.304407730776,442.304407730776,442.304407730776
-1,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,443.18929106410917,445.18929106410917,400.0,443.18929106410917
44,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,444.30640773077596,444.346407730776,443.304407730776,444.30640773077596
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,445.30424106410936,445.30424106410936,425.09596666666675,445.30424106410936
43,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,449.3470243974427,449.4407743974427,434.3457410641093,449.3470243974427
40,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,450.3045743974427,450.3045743974427,430.09643333333344,450.3045743974427
45,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,451.3050743974427,452.3050743974427,6.493097884927922,451.3050743974427
45,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,452.3050743974427,453.3050743974427,452.3050743974427,452.3050743974427
40,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,453.19029106410915,455.19029106410915,402.16479106410924,453.19029106410915
45,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,454.30707439744265,454.34707439744267,453.3050743974427,454.30707439744265
41,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,455.30490773077605,455.30490773077605,435.0969000000001,455.30490773077605
44,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,459.34769106410937,459.44144106410937,444.346407730776,459.34769106410937
42,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,460.3052410641094,460.3052410641094,440.0973666666668,460.3052410641094
46,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,461.3057410641094,462.3057410641094,6.637388949037431,461.3057410641094
46,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,462.3057410641094,463.3057410641094,462.3057410641094,462.3057410641094
41,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,463.1912910641091,465.1912910641091,412.1652910641092,463.1912910641091
46,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,464.30774106410934,464.34774106410936,463.3057410641094,464.30774106410934
43,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,465.44219106410935,465.44219106410935,449.4407743974427,465.44219106410935
45,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,469.34835773077606,469.44210773077606,454.34707439744267,469.34835773077606
47,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,471.16829106410916,472.16829106410916,6.781680013146941,471.16829106410916
47,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,472.16829106410916,473.16829106410916,472.16829106410916,472.16829106410916
42,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,473.1922910641091,475.1922910641091,422.30307439744263,473.1922910641091
47,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,474.1702910641091,474.21029106410913,473.16829106410916,474.1702910641091
44,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,475.44285773077604,475.44285773077604,459.44144106410937,475.44285773077604
46,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,479.34902439744275,479.44277439744275,464.34774106410936,479.34902439744275
48,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,481.16879106410914,482.16879106410914,6.925971077256451,481.16879106410914
48,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,482.16879106410914,483.16879106410914,482.16879106410914,482.16879106410914
43,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,483.1932910641091,485.1932910641091,432.3037410641093,483.1932910641091
48,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,484.1707910641091,484.2107910641091,483.16879106410914,484.1707910641091
45,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,485.44352439744273,485.44352439744273,469.44210773077606,485.44352439744273
47,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,489.2115743974425,489.3053243974425,474.21029106410913,489.2115743974425
49,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,491.16929106410913,492.16929106410913,7.07026214136596,491.16929106410913
49,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,492.16929106410913,493.16929106410913,492.16929106410913,492.16929106410913
44,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,493.19429106410905,495.19429106410905,442.304407730776,493.19429106410905
49,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,494.1712910641091,494.2112910641091,493.16929106410913,494.1712910641091
46,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,495.4441910641094,495.4441910641094,479.44277439744275,495.4441910641094
48,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,499.2120743974425,499.3058243974425,484.2107910641091,499.2120743974425
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,500,501.0,500.0,500.0
50,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,501.1697910641091,502.1697910641091,7.21455320547547,501.1697910641091
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,502.00199999999995,502.042,500.0,502.00199999999995
50,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,502.1697910641091,503.1697910641091,502.1697910641091,502.1697910641091
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,503.00299999999993,503.04299999999995,501.0,503.00299999999993
45,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,503.195291064109,505.195291064109,452.3050743974427,503.195291064109
50,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,505.0049999999999,505.0449999999999,503.1697910641091,505.0049999999999
